GRAPHEME	NAME	BIPA	SOUNDTYPE	GENERATED	ALIAS	NORMALIZED	DATASET	DATATYPE	FREQUENCY	URL	FEATURES	IMAGE	SOUND	NOTE
W	nasalized voiced labialized-velar approximant consonant	w̃	consonant				dolgo	sc	0					
V	from nasalized unrounded mid central to nasalized unrounded close front diphthong	ə̃ĩ	diphthong	+			dolgo	sc	0					
K	palatalized voiced retroflex sibilant affricate consonant	ɖʐʲ	consonant	+			dolgo	sc	0					
V	pharyngealized breathy rounded close back vowel	ṳˤ	vowel	+			dolgo	sc	0					
J	labialized voiced palatal approximant consonant	jʷ	consonant	+			dolgo	sc	0					
K	pre-nasalized voiceless velar stop consonant	ⁿk	consonant				dolgo	sc	0					
T	from strong voiceless alveolar stop to voiceless alveolar sibilant fricative cluster	t͈s	cluster	+			dolgo	sc	0					
R	velarized voiced alveolar lateral approximant consonant	lˠ	consonant	+			dolgo	sc	0					
V	advanced rounded close central vowel	ʉ̟	vowel	+			dolgo	sc	0					
S	syllabic voiced alveolo-palatal sibilant fricative consonant	ʑ̩	consonant	+			dolgo	sc	0					
J	voiced palatal approximant consonant	j	consonant				dolgo	sc	0					
V	from unrounded near-open central to rounded near-close near-back diphthong	ɐʊ	diphthong	+			dolgo	sc	0					
R	voiced alveolar approximant consonant	ɹ	consonant				dolgo	sc	0					
K	palatalized aspirated long voiceless velar stop consonant	kʲʰː	consonant	+			dolgo	sc	0					
R	devoiced voiced alveolar approximant consonant	ɹ̥	consonant	+			dolgo	sc	0					
T	palatalized voiceless dental lateral affricate consonant	tɬ̪ʲ	consonant	+			dolgo	sc	0					
V	from unrounded near-open front to non-syllabic unrounded near-close near-front diphthong	æɪ̯	diphthong	+			dolgo	sc	0					
T	labialized aspirated long voiced retroflex stop consonant	ɖʷʰː	consonant	+			dolgo	sc	0					
K	labialized voiceless uvular stop consonant	qʷ	consonant				dolgo	sc	0					
K	voiceless uvular ejective stop consonant	qʼ	consonant				dolgo	sc	0					
V	unrounded near-close near-back vowel	ɯ̽	vowel				dolgo	sc	0					
N	pre-glottalized voiced alveolar nasal-click consonant	ˀŋǃ	consonant				dolgo	sc	0					
P	glottalized voiced bilabial stop consonant	bˀ	consonant	+			dolgo	sc	0					
T	palatalized aspirated voiceless alveolar stop consonant	tʰʲ	consonant				dolgo	sc	0					
V	raised unrounded open-mid back vowel	ʌ̝	vowel	+			dolgo	sc	0					
K	from voiced alveolar click to voiceless velar ejective affricate cluster	gǃkx’	cluster	+			dolgo	sc	0					
H	voiceless glottal stop consonant	ʔ	consonant				dolgo	sc	0					
S	voiced alveolar ejective sibilant fricative consonant	z’	consonant	+			dolgo	sc	0					
S	labialized voiceless retroflex sibilant fricative consonant	ʂʷ	consonant	+			dolgo	sc	0					
V	long non-syllabic rounded open back vowel	ɒ̯ː	vowel	+			dolgo	sc	0					
H	syllabic labialized voiced pharyngeal fricative consonant	ʕ̩ʷ	consonant	+			dolgo	sc	0					
V	non-syllabic unrounded close back vowel	ɯ̯	vowel				dolgo	sc	0					
N	pharyngealized long voiced alveolar nasal consonant	nˤː	consonant	+			dolgo	sc	0					
V	nasalized devoiced unrounded open back vowel	ɑ̥̃	vowel	+			dolgo	sc	0					
N	syllabic devoiced voiced uvular nasal consonant	ɴ̩̥	consonant	+			dolgo	sc	0					
N	pre-aspirated voiced alveolar nasal consonant	ʰn	consonant	+			dolgo	sc	0					
S	long voiceless alveolar sibilant fricative consonant	sː	consonant				dolgo	sc	0					
T	voiced dental fricative consonant	ð	consonant				dolgo	sc	0					
V	from breathy unrounded close-mid back to breathy unrounded close front diphthong	ɤ̤i̤	diphthong	+			dolgo	sc	0					
N	syllabic labialized devoiced voiced uvular nasal consonant	ɴ̩̥ʷ	consonant	+			dolgo	sc	0					
K	from voiced velar stop to voiceless bilabial stop cluster	gp	cluster	+			dolgo	sc	0					
N	syllabic voiced palatal nasal consonant	ɲ̍	consonant				dolgo	sc	0					
K	pre-glottalized voiced velar fricative consonant	ˀɣ	consonant	+			dolgo	sc	0					
N	syllabic labialized long voiced retroflex nasal consonant	ɳ̩ʷː	consonant	+			dolgo	sc	0					
V	ultra-short unrounded close front vowel	ĭ	vowel	+			dolgo	sc	0					
V	from unrounded open-mid back to unrounded mid central diphthong	ʌə	diphthong	+			dolgo	sc	0					
N	palatalized devoiced voiced alveolar nasal consonant	n̥ʲ	consonant	+			dolgo	sc	0					
V	long nasalized devoiced unrounded close central vowel	ɨ̥̃ː	vowel	+			dolgo	sc	0					
K	labialized voiceless palatal stop consonant	cʷ	consonant	+			dolgo	sc	0					
K	voiceless alveolo-palatal ejective sibilant affricate consonant	tɕ’	consonant	+			dolgo	sc	0					
R	voiced alveolar trill consonant	r	consonant				dolgo	sc	0					
V	long lowered unrounded open-mid front vowel	ɛ̞ː	vowel	+			dolgo	sc	0					
P	long voiced bilabial fricative consonant	βː	consonant	+			dolgo	sc	0					
P	palatalized voiceless bilabial ejective stop consonant	p’ʲ	consonant	+			dolgo	sc	0					
K	from voiced alveolar click to voiceless velar fricative cluster	gǃx	cluster	+			dolgo	sc	0					
R	voiced uvular ejective trill consonant	ʀ’	consonant	+			dolgo	sc	0					
P	from voiced bilabial stop to voiced velar stop cluster	bg	cluster	+			dolgo	sc	0					
N	syllabic long devoiced voiced retroflex nasal consonant	ɳ̩̥ː	consonant	+			dolgo	sc	0					
V	from non-syllabic unrounded close front to rounded close-mid back diphthong	i̯o	diphthong	+			dolgo	sc	0					
R	palatalized voiced alveolar lateral approximant consonant	lʲ	consonant				dolgo	sc	0					
K	palatalized aspirated long voiceless uvular stop consonant	qʲʰː	consonant	+			dolgo	sc	0					
T	voiced dental sibilant affricate consonant	dz̪	consonant				dolgo	sc	0					
T	pre-nasalized voiceless alveolar stop consonant	ⁿt	consonant				dolgo	sc	0					
R	long devoiced voiced alveolar trill consonant	r̥ː	consonant	+			dolgo	sc	0					
1	falling from-mid-low via-mid-low to-low tone	²²¹	tone				dolgo	sc	0					
K	palatalized labialized pharyngealized voiceless uvular ejective stop consonant	q’ʲʷˤ	consonant	+			dolgo	sc	0					
V	from rounded close back to long rounded close-mid back diphthong	uoː	diphthong	+			dolgo	sc	0					
W	syllabic voiced labio-dental approximant consonant	ʋ̩	consonant	+			dolgo	sc	0					
T	from voiced laminal alveolar stop to voiced laminal alveolo-palatal sibilant fricative cluster	d̻ʑ̻	cluster	+			dolgo	sc	0					
S	palatalized voiceless palatal-velar fricative consonant	ɧʲ	consonant	+			dolgo	sc	0					
K	long voiceless uvular fricative consonant	χː	consonant	+			dolgo	sc	0					
V	long rounded mid back vowel	o̞ː	vowel		+		dolgo	sc	0					
T	palatalized labialized voiceless alveolar ejective stop consonant	t’ʲʷ	consonant	+			dolgo	sc	0					
N	syllabic devoiced voiced velar nasal consonant	ŋ̩̥	consonant	+			dolgo	sc	0					
T	labialized aspirated long voiceless retroflex stop consonant	ʈʷʰː	consonant	+			dolgo	sc	0					
R	pharyngealized voiced alveolar trill consonant	rˤ	consonant				dolgo	sc	0					
T	from voiceless laminal alveolar stop to voiceless laminal post-alveolar sibilant fricative cluster	t̻ʃ̻	cluster	+			dolgo	sc	0					
K	palatalized labialized voiceless velar stop consonant	kʲʷ	consonant	+			dolgo	sc	0					
T	pharyngealized voiced alveolar stop consonant	dˤ	consonant				dolgo	sc	0					
V	long nasalized rounded open back vowel	ɒ̃ː	vowel				dolgo	sc	0					
T	voiced alveolar stop consonant	d	consonant				dolgo	sc	0					
V	from non-syllabic rounded close-mid back to unrounded open front diphthong	o̯a	diphthong	+			dolgo	sc	0					
S	palatalized voiceless post-alveolar sibilant fricative consonant	ʃʲ	consonant				dolgo	sc	0					
V	long devoiced rounded close front vowel	y̥ː	vowel	+			dolgo	sc	0					
R	pre-labialized voiced alveolar trill consonant	ʷr	consonant	+			dolgo	sc	0					
K	voiced labial click consonant	gʘ	consonant				dolgo	sc	0					
K	long voiceless palatal affricate consonant	cçː	consonant	+			dolgo	sc	0					
V	from nasalized unrounded open front to nasalized unrounded open-mid front diphthong	ãɛ̃	diphthong	+			dolgo	sc	0					
V	devoiced unrounded close-mid central vowel	ɘ̥	vowel	+			dolgo	sc	0					
T	aspirated long voiceless alveolar lateral affricate consonant	tɬʰː	consonant	+			dolgo	sc	0					
S	pre-labialized aspirated voiceless retroflex sibilant fricative consonant	ʷʂʰ	consonant	+			dolgo	sc	0					
V	non-syllabic unrounded close central vowel	ɨ̯	vowel	+			dolgo	sc	0					
1	contour from-mid via-mid-high to-high tone	³⁴⁵	tone				dolgo	sc	0					
K	from voiceless velar stop to voiceless bilabial stop cluster	kp	cluster	+			dolgo	sc	0					
S	aspirated voiceless dental sibilant fricative consonant	s̪ʰ	consonant	+			dolgo	sc	0					
T	aspirated voiced dental affricate consonant	dðʰ	consonant	+			dolgo	sc	0					
S	pharyngealized voiceless alveolar sibilant fricative consonant	sˤ	consonant	+			dolgo	sc	0					
R	devoiced voiced uvular fricative consonant	ʁ̥	consonant				dolgo	sc	0					
K	strong voiceless uvular fricative consonant	χ͈	consonant	+			dolgo	sc	0					
V	non-syllabic nasalized unrounded close-mid back vowel	ɤ̯̃	vowel	+			dolgo	sc	0					
V	from unrounded mid front to rounded close back diphthong	e̞u	diphthong	+			dolgo	sc	0					
N	palatalized aspirated devoiced voiced velar nasal consonant	ŋ̥ʲʰ	consonant	+			dolgo	sc	0					
T	syllabic labialized voiceless alveolar stop consonant	t̩ʷ	consonant	+			dolgo	sc	0					
H	syllabic voiceless pharyngeal fricative consonant	ħ̩	consonant	+			dolgo	sc	0					
V	devoiced unrounded mid front vowel	e̞̥	vowel	+			dolgo	sc	0					
V	long nasalized devoiced rounded close-mid central vowel	ɵ̥̃ː	vowel	+			dolgo	sc	0					
T	voiced dental implosive consonant	ɗ	consonant				dolgo	sc	0					
T	long voiceless alveolar sibilant affricate consonant	tsː	consonant		+		dolgo	sc	0					
V	rounded close back vowel	u	vowel				dolgo	sc	0					
V	from non-syllabic unrounded near-close near-front to rounded open-mid back diphthong	ɪ̯ɔ	diphthong	+			dolgo	sc	0					
V	unrounded near-close central vowel	ɪ̈	vowel				dolgo	sc	0					
T	aspirated voiceless laminal alveolar stop consonant	t̻ʰ	consonant	+			dolgo	sc	0					
S	syllabic labialized long voiced post-alveolar sibilant fricative consonant	ʒ̩ʷː	consonant	+			dolgo	sc	0					
V	breathy rounded open-mid back vowel	ɔ̤	vowel	+			dolgo	sc	0					
V	long nasalized devoiced rounded open front vowel	ɶ̥̃ː	vowel	+			dolgo	sc	0					
K	from voiced velar stop to syllabic voiced bilabial stop cluster	gb̩	cluster	+			dolgo	sc	0					
K	syllabic palatalized long voiceless velar fricative consonant	x̩ʲː	consonant	+			dolgo	sc	0					
P	pre-glottalized unreleased voiced bilabial stop consonant	ˀb̚	consonant	+			dolgo	sc	0					
V	from nasalized unrounded open front to nasalized rounded close back diphthong	ãũ	diphthong	+			dolgo	sc	0					
T	syllabic labialized voiced retroflex stop consonant	ɖ̩ʷ	consonant	+			dolgo	sc	0					
T	voiceless retroflex ejective sibilant affricate consonant	ʈʂ’	consonant				dolgo	sc	0					
S	pre-nasalized voiceless alveolar sibilant fricative consonant	ⁿs	consonant	+			dolgo	sc	0					
T	long devoiced voiced alveolar stop consonant	d̥ː	consonant	+			dolgo	sc	0					
T	syllabic palatalized long voiceless retroflex stop consonant	ʈ̩ʲː	consonant	+			dolgo	sc	0					
H	long voiceless pharyngeal fricative consonant	ħː	consonant	+			dolgo	sc	0					
K	labio-palatalized voiced velar stop consonant	gᶣ	consonant	+			dolgo	sc	0					
V	glottalized unrounded close-mid front vowel	eˀ	vowel	+			dolgo	sc	0					
V	less-rounded rounded mid front vowel	ø̞̜	vowel	+			dolgo	sc	0					
S	syllabic palatalized voiced alveolo-palatal sibilant fricative consonant	ʑ̩ʲ	consonant	+			dolgo	sc	0					
V	non-syllabic nasalized devoiced unrounded open-mid central vowel	ɜ̥̯̃	vowel	+			dolgo	sc	0					
V	from rounded near-close near-back to rounded close back diphthong	ʊu	diphthong	+			dolgo	sc	0					
T	velarized voiced alveolar stop consonant	dˠ	consonant	+			dolgo	sc	0					
V	from unrounded open-mid front to non-syllabic rounded close back diphthong	ɛu̯	diphthong	+			dolgo	sc	0					
R	breathy voiced dental lateral approximant consonant	l̪ʱ	consonant	+			dolgo	sc	0					
P	revoiced voiceless bilabial stop consonant	p̬	consonant				dolgo	sc	0					
M	aspirated long devoiced voiced labio-dental nasal consonant	ɱ̥ʰː	consonant	+			dolgo	sc	0					
S	labialized voiceless dental sibilant fricative consonant	s̪ʷ	consonant	+			dolgo	sc	0					
K	from voiceless velar stop to long voiceless bilabial stop cluster	kpː	cluster	+			dolgo	sc	0					
V	long non-syllabic devoiced unrounded close-mid central vowel	ɘ̥̯ː	vowel	+			dolgo	sc	0					
V	pharyngealized unrounded near-open central vowel	ɐˤ	vowel	+			dolgo	sc	0					
T	pre-glottalized voiced retroflex stop consonant	ˀɖ	consonant	+			dolgo	sc	0					
T	from voiceless laminal dental stop to voiceless laminal dental sibilant fricative cluster	t̪̻s̪̻	cluster	+			dolgo	sc	0					
S	long voiced post-alveolar sibilant fricative consonant	ʒː	consonant	+			dolgo	sc	0					
V	long nasalized unrounded near-close central vowel	ɪ̈̃ː	vowel				dolgo	sc	0					
P	labialized aspirated voiced bilabial stop consonant	bʷʰ	consonant	+			dolgo	sc	0					
J	nasalized voiced palatal approximant consonant	j̃	consonant				dolgo	sc	0					
N	palatalized aspirated voiced palatal nasal consonant	ɲʲʰ	consonant	+			dolgo	sc	0					
K	long devoiced voiced velar stop consonant	g̥ː	consonant	+			dolgo	sc	0					
S	syllabic long voiceless retroflex sibilant fricative consonant	ʂ̩ː	consonant	+			dolgo	sc	0					
S	syllabic voiced palatal fricative consonant	ʝ̩	consonant	+			dolgo	sc	0					
V	from rounded mid back to unrounded open front diphthong	o̞a	diphthong	+			dolgo	sc	0					
S	long voiceless dental sibilant fricative consonant	s̪ː	consonant	+			dolgo	sc	0					
N	pre-glottalized voiced lateral nasal-click consonant	ˀŋǁ	consonant		+		dolgo	sc	0					
T	from pre-aspirated voiceless alveolar stop to long voiceless post-alveolar sibilant fricative cluster	ʰtʃː	cluster	+			dolgo	sc	0					
T	labialized voiced dental implosive consonant	ɗʷ	consonant	+			dolgo	sc	0					
V	from rounded open-mid front to rounded close front diphthong	œy	diphthong	+			dolgo	sc	0					
V	non-syllabic nasalized unrounded near-open front vowel	æ̯̃	vowel	+			dolgo	sc	0					
T	from voiced apical alveolar stop to labialized voiced apical post-alveolar sibilant fricative cluster	d̺ʒ̺ʷ	cluster	+			dolgo	sc	0					
R	devoiced voiced apical alveolar tap consonant	ɾ̺	consonant	+			dolgo	sc	0					
V	mid-long breathy unrounded close front vowel	i̤ˑ	vowel	+			dolgo	sc	0					
K	syllabic labialized long voiceless uvular stop consonant	q̩ʷː	consonant	+			dolgo	sc	0					
V	long non-syllabic nasalized unrounded mid central vowel	ə̯̃ː	vowel	+			dolgo	sc	0					
K	voiceless alveolar click consonant	ǃ	consonant		+		dolgo	sc	0					
0	labialized devoiced voiced velar implosive consonant	ɠ̥ʷ	consonant	+			dolgo	sc	0					
V	ultra-short unrounded open-mid back vowel	ʌ̆	vowel				dolgo	sc	0					
V	advanced rounded mid back vowel	o̞̟	vowel	+			dolgo	sc	0					
K	aspirated voiceless lateral click consonant	ǁʰ	consonant	+			dolgo	sc	0					
R	long voiceless alveolar lateral fricative consonant	ɬː	consonant	+			dolgo	sc	0					
M	voiced bilabial nasal consonant	m	consonant				dolgo	sc	0					
V	long non-syllabic devoiced unrounded close central vowel	ɨ̥̯ː	vowel	+			dolgo	sc	0					
V	breathy rounded close-mid back vowel	o̤	vowel				dolgo	sc	0					
K	from voiceless palatal click to glottalized voiceless velar affricate cluster	ǂkxˀ	cluster	+			dolgo	sc	0					
S	syllabic labialized long voiceless alveolo-palatal sibilant fricative consonant	ɕ̩ʷː	consonant	+			dolgo	sc	0					
P	syllabic labialized long voiced bilabial stop consonant	b̩ʷː	consonant	+			dolgo	sc	0					
M	labialized aspirated long voiced bilabial nasal consonant	mʷʰː	consonant	+			dolgo	sc	0					
R	devoiced voiced alveolar trill consonant	r̥	consonant				dolgo	sc	0					
V	from rounded close-mid back to rounded open-mid back diphthong	oɔ	diphthong	+			dolgo	sc	0					
V	devoiced rounded open front vowel	ɶ̥	vowel	+			dolgo	sc	0					
V	long non-syllabic nasalized rounded close-mid back vowel	õ̯ː	vowel	+			dolgo	sc	0					
M	syllabic palatalized long voiceless labialized-velar approximant consonant	ʍ̩ʲː	consonant	+			dolgo	sc	0					
K	labialized voiced alveolar sibilant affricate consonant	dzʷ	consonant	+			dolgo	sc	0					
1	rising from-mid-low to-high tone	²⁵	tone				dolgo	sc	0					
K	long voiceless uvular ejective stop consonant	q’ː	consonant	+			dolgo	sc	0					
V	mid-long rounded close front vowel	yˑ	vowel				dolgo	sc	0					
V	long advanced-tongue-root rounded close-mid back vowel	o̘ː	vowel	+			dolgo	sc	0					
T	palatalized aspirated voiceless retroflex stop consonant	ʈʲʰ	consonant	+			dolgo	sc	0					
H	syllabic voiceless glottal stop consonant	ʔ̩	consonant	+			dolgo	sc	0					
V	long unrounded open-mid back vowel	ʌː	vowel		+		dolgo	sc	0					
R	labialized voiceless dental lateral fricative consonant	ɬ̪ʷ	consonant	+			dolgo	sc	0					
V	from unrounded open front to non-syllabic rounded close-mid central diphthong	aɵ̯	diphthong	+			dolgo	sc	0					
K	from labialized voiceless velar stop to voiced glottal fricative cluster	kʷɦ	cluster	+			dolgo	sc	0					
V	nasalized rounded close central vowel	ʉ̃	vowel				dolgo	sc	0					
K	syllabic labialized long voiceless velar stop consonant	k̩ʷː	consonant	+			dolgo	sc	0					
M	palatalized aspirated devoiced voiced labio-dental nasal consonant	ɱ̥ʲʰ	consonant	+			dolgo	sc	0					
T	from voiceless apical alveolar stop to labialized voiceless apical post-alveolar sibilant fricative cluster	t̺ʃ̺ʷ	cluster	+			dolgo	sc	0					
K	labialized long voiced uvular stop consonant	ɢʷː	consonant	+			dolgo	sc	0					
M	syllabic palatalized voiced labio-dental nasal consonant	ɱ̩ʲ	consonant	+			dolgo	sc	0					
H	palatalized long voiceless glottal fricative consonant	hʲː	consonant	+			dolgo	sc	0					
K	unreleased voiceless velar stop consonant	k̚	consonant				dolgo	sc	0					
M	palatalized long devoiced voiced bilabial nasal consonant	m̥ʲː	consonant	+			dolgo	sc	0					
N	from voiced alveolar nasal to palatalized voiced alveolar stop cluster	ndʲ	cluster	+			dolgo	sc	0					
1	flat from-mid-high to-mid-high tone	⁴⁴	tone				dolgo	sc	0					
M	from voiced bilabial nasal to voiceless bilabial ejective stop cluster	mpʼ	cluster	+			dolgo	sc	0					
M	labialized long devoiced voiced bilabial nasal consonant	m̥ʷː	consonant	+			dolgo	sc	0					
1	contour from-mid-high via-high to-low tone	⁴⁵¹	tone				dolgo	sc	0					
K	syllabic voiceless palatal stop consonant	c̩	consonant	+			dolgo	sc	0					
V	from rounded close-mid back to non-syllabic rounded close back diphthong	ou̯	diphthong	+			dolgo	sc	0					
1	rising from-mid to-high tone	³⁵	tone				dolgo	sc	0					
T	pre-nasalized labialized voiced alveolar stop consonant	ⁿdʷ	consonant	+			dolgo	sc	0					
K	glottalized voiceless palatal click consonant	ǂˀ	consonant	+			dolgo	sc	0					
K	labialized voiceless dental click consonant	ǀʷ	consonant	+			dolgo	sc	0					
S	syllabic long voiceless palatal-velar fricative consonant	ɧ̩ː	consonant	+			dolgo	sc	0					
T	labialized long voiced dental sibilant affricate consonant	dz̪ʷː	consonant	+			dolgo	sc	0					
V	from unrounded mid central to nasalized unrounded close front diphthong	əĩ	diphthong	+			dolgo	sc	0					
V	long raised unrounded near-close near-front vowel	ɪ̝ː	vowel	+			dolgo	sc	0					
S	syllabic voiced alveolar sibilant fricative consonant	z̩	consonant				dolgo	sc	0					
V	non-syllabic nasalized devoiced rounded close-mid front vowel	ø̥̯̃	vowel	+			dolgo	sc	0					
1	contour from-mid via-mid-high to-mid-low tone	³⁴²	tone				dolgo	sc	0					
V	from nasalized unrounded open front to nasalized rounded close central diphthong	ãʉ̃	diphthong	+			dolgo	sc	0					
P	long voiced labio-dental affricate consonant	bvː	consonant	+			dolgo	sc	0					
P	with-lateral-release voiced bilabial stop consonant	bˡ	consonant	+			dolgo	sc	0					
V	from non-syllabic rounded close-mid back to rounded close back diphthong	o̯u	diphthong	+			dolgo	sc	0					
V	long rounded close central vowel	ʉː	vowel		+		dolgo	sc	0					
0	aspirated voiced velar implosive consonant	ɠʰ	consonant	+			dolgo	sc	0					
1	contour from-mid-low via-low to-high tone	²¹⁵	tone				dolgo	sc	0					
V	from unrounded near-open front to non-syllabic unrounded close-mid front diphthong	æe̯	diphthong	+			dolgo	sc	0					
T	with-nasal-release voiced retroflex stop consonant	ɖⁿ	consonant	+			dolgo	sc	0					
N	palatalized aspirated long devoiced voiced uvular nasal consonant	ɴ̥ʲʰː	consonant	+			dolgo	sc	0					
S	pre-aspirated aspirated voiceless alveolar sibilant fricative consonant	ʰsʰ	consonant	+			dolgo	sc	0					
N	syllabic voiced alveolar nasal consonant	n̩	consonant				dolgo	sc	0					
K	voiceless palatal affricate consonant	cç	consonant				dolgo	sc	0					
V	from rounded close front to non-syllabic rounded close back diphthong	yu̯	diphthong	+			dolgo	sc	0					
K	aspirated voiceless palatal click consonant	ǂʰ	consonant	+			dolgo	sc	0					
P	long voiced bilabial approximant consonant	β̞ː	consonant	+			dolgo	sc	0					
P	with-lateral-release voiceless bilabial stop consonant	pˡ	consonant	+			dolgo	sc	0					
V	non-syllabic nasalized rounded open back vowel	ɒ̯̃	vowel	+			dolgo	sc	0					
V	mid-long rounded close-mid back vowel	oˑ	vowel				dolgo	sc	0					
T	aspirated voiceless apical post-alveolar sibilant affricate consonant	tʃ̺ʰ	consonant	+			dolgo	sc	0					
K	pre-nasalized voiced palatal click consonant	ⁿgǂ	consonant		+		dolgo	sc	0					
V	lowered unrounded open-mid front vowel	ɛ̞	vowel	+			dolgo	sc	0					
R	palatalized labialized voiced uvular fricative consonant	ʁʲʷ	consonant	+			dolgo	sc	0					
W	long voiced labialized-velar approximant consonant	wː	consonant				dolgo	sc	0					
M	palatalized aspirated voiced labio-dental nasal consonant	ɱʲʰ	consonant	+			dolgo	sc	0					
K	devoiced voiceless palatal stop consonant	c̥	consonant	+			dolgo	sc	0					
K	labialized aspirated long voiceless velar stop consonant	kʷʰː	consonant	+			dolgo	sc	0					
V	nasalized devoiced rounded close central vowel	ʉ̥̃	vowel	+			dolgo	sc	0					
P	from voiceless bilabial stop to labialized voiceless alveolar stop cluster	ptʷ	cluster	+			dolgo	sc	0					
M	voiced bilabial ejective nasal consonant	m’	consonant	+			dolgo	sc	0					
V	from rounded near-close near-back to unrounded near-close near-front diphthong	ʊɪ	diphthong	+			dolgo	sc	0					
P	velarized voiced bilabial stop consonant	bˠ	consonant				dolgo	sc	0					
N	aspirated voiced dental nasal-click consonant	ŋǀʰ	consonant	+			dolgo	sc	0					
V	mid-long lowered rounded close back vowel	u̞ˑ	vowel	+			dolgo	sc	0					
K	labialized aspirated long voiceless uvular stop consonant	qʷʰː	consonant	+			dolgo	sc	0					
M	syllabic long voiceless labialized-velar approximant consonant	ʍ̩ː	consonant	+			dolgo	sc	0					
1	contour from-low via-mid-high to-mid tone	¹⁴³	tone				dolgo	sc	0					
S	voiceless dental sibilant fricative consonant	s̪	consonant				dolgo	sc	0					
K	labialized voiced retroflex sibilant affricate consonant	ɖʐʷ	consonant	+			dolgo	sc	0					
V	from nasalized unrounded open front to nasalized rounded close-mid back diphthong	ãõ	diphthong	+			dolgo	sc	0					
K	from voiced velar stop to voiced bilabial implosive cluster	gɓ	cluster	+			dolgo	sc	0					
T	palatalized voiced dental fricative consonant	ðʲ	consonant	+			dolgo	sc	0					
K	syllabic labialized long voiceless palatal stop consonant	c̩ʷː	consonant	+			dolgo	sc	0					
V	long nasalized devoiced rounded near-close near-front vowel	ʏ̥̃ː	vowel	+			dolgo	sc	0					
V	lowered nasalized unrounded close central vowel	ɨ̞̃	vowel	+			dolgo	sc	0					
S	long voiceless palatal-velar fricative consonant	ɧː	consonant	+			dolgo	sc	0					
N	labialized aspirated devoiced voiced velar nasal consonant	ŋ̥ʷʰ	consonant	+			dolgo	sc	0					
1	contour from-mid-high via-mid-low to-mid-high tone	⁴²⁴	tone				dolgo	sc	0					
R	voiced dental trill consonant	r̪	consonant				dolgo	sc	0					
T	glottalized long with-lateral-release voiceless alveolar stop consonant	tˀˡː	consonant	+			dolgo	sc	0					
V	nasalized rounded open-mid back vowel	ɔ̃	vowel		+		dolgo	sc	0					
0	syllabic palatalized voiced uvular implosive consonant	ʛ̩ʲ	consonant	+			dolgo	sc	0					
V	from rounded close-mid back to non-syllabic unrounded close front diphthong	oi̯	diphthong	+			dolgo	sc	0					
V	from nasalized rounded close back to long rounded close-mid back diphthong	ũoː	diphthong	+			dolgo	sc	0					
N	syllabic labialized long voiced alveolar nasal consonant	n̩ʷː	consonant	+			dolgo	sc	0					
V	from long rounded close back to unrounded close-mid front diphthong	uːe	diphthong	+			dolgo	sc	0					
V	from nasalized rounded close back to rounded close-mid back diphthong	ũo	diphthong	+			dolgo	sc	0					
M	long voiceless labialized-velar approximant consonant	ʍː	consonant	+			dolgo	sc	0					
M	from voiced bilabial nasal to palatalized voiced bilabial stop cluster	mbʲ	cluster	+			dolgo	sc	0					
K	glottalized aspirated voiceless alveolar click consonant	ǃʰˀ	consonant	+			dolgo	sc	0					
T	long voiceless alveolar ejective sibilant affricate consonant	ts’ː	consonant	+			dolgo	sc	0					
1	contour from-low via-mid to-low tone	¹³¹	tone				dolgo	sc	0					
V	non-syllabic nasalized devoiced rounded open back vowel	ɒ̥̯̃	vowel	+			dolgo	sc	0					
0	long voiced uvular implosive consonant	ʛː	consonant	+			dolgo	sc	0					
T	palatalized long voiced alveolo-palatal sibilant affricate consonant	dʑʲː	consonant	+			dolgo	sc	0					
R	long voiced laminal alveolar lateral approximant consonant	l̻ː	consonant	+			dolgo	sc	0					
K	aspirated long voiceless velar affricate consonant	kxʰː	consonant	+			dolgo	sc	0					
V	long non-syllabic nasalized devoiced unrounded open back vowel	ɑ̥̯̃ː	vowel	+			dolgo	sc	0					
V	unrounded open back vowel	ɑ	vowel				dolgo	sc	0					
1	contour from-mid via-low to-mid-low tone	³¹²	tone				dolgo	sc	0					
V	long non-syllabic devoiced rounded open-mid front vowel	œ̥̯ː	vowel	+			dolgo	sc	0					
T	aspirated long voiced dental implosive consonant	ɗʰː	consonant	+			dolgo	sc	0					
T	syllabic labialized voiced dental fricative consonant	ð̩ʷ	consonant	+			dolgo	sc	0					
V	unrounded mid back vowel	ɤ̞	vowel				dolgo	sc	0					
K	labialized pharyngealized long voiceless uvular fricative consonant	χʷˤː	consonant	+			dolgo	sc	0					
V	from rounded close-mid back to unrounded close central diphthong	oɨ	diphthong	+			dolgo	sc	0					
T	with-nasal-release voiced alveolar stop consonant	dⁿ	consonant				dolgo	sc	0					
K	nasalized voiceless dental click consonant	ǀ̃	consonant	+			dolgo	sc	0					
V	breathy unrounded close-mid back vowel	ɤ̤	vowel	+			dolgo	sc	0					
V	long non-syllabic devoiced rounded open-mid central vowel	ɞ̥̯ː	vowel	+			dolgo	sc	0					
1	contour from-high via-mid-low to-high tone	⁵²⁵	tone				dolgo	sc	0					
V	from rounded near-close near-back to non-syllabic rounded near-close near-front diphthong	ʊʏ̯	diphthong	+			dolgo	sc	0					
R	long voiced dental lateral approximant consonant	l̪ː	consonant				dolgo	sc	0					
T	labialized long voiceless alveolo-palatal sibilant affricate consonant	tɕʷː	consonant	+			dolgo	sc	0					
